Путь Время,mc Скорость Отметка Шаблон Статус Курс Крен Тангаж Vn Ve Vh Широта Долгота Высота Ax Ay Az 
701,87207031250 64510 0 Piket 1490,59 <Интегр-Навиг> 62,7766 0,182115 -1,00187 -2,67792 1,59101 0 55,76386342775 37,72247898913 161,28462219238 -1,00212 8,92497 2,10216
645,48773193359 113340 -1,62378 <_____> 1520,49 <Интегр-Навиг> 62,2974 -0,146671 -1,92761 -3,76725 2,08959 0 55,76341697898 37,72289858556 161,41979980469 -1,28471 8,4704 0,61145
645,03668212891 113720 -1,624 <_____> 1520,49 <Интегр-Навиг> 62,2718 -0,131457 -1,90215 -3,72686 2,08184 0 55,76341293570 37,72290219700 161,47555541992 0,127324 10,4277 -0,542023
644,58563232422 114101 -1,62378 <_____> 1521,3 <Интегр-Навиг> 62,234 -0,0963097 -1,8632 -3,84287 2,13295 0 55,76340936373 37,72290572641 161,47970581055 -0,240721 9,8154 0,195939
644,13452148438 114467 -1,62378 <_____> 1521,9 <Интегр-Навиг> 62,1623 -0,118221 -1,90108 -3,92824 2,18944 0 55,76340579860 37,72290925432 161,48321533203 1,58395 9,46524 1,91389
643,68347167969 114833 -3,24778 <_____> 1522,11 <Интегр-Навиг> 62,1224 -0,0741639 -1,79871 -3,87894 2,15086 0 55,76340193869 37,72291226951 161,53228759766 -0,337275 9,6676 0,173874
643,23236083984 115198 -1,62378 <_____> 1521,7 <Интегр-Навиг> 62,1448 -0,0334583 -1,78449 -3,98769 2,22005 0 55,76339834995 37,72291581214 161,53643798828 -0,0163626 10,1909 -0,829675
642,78131103516 115559 -1,624 <_____> 1520,89 <Интегр-Навиг> 62,1536 -0,00475966 -1,73095 -3,9858 2,21987 0 55,76339445339 37,72291946745 161,58898925781 -0,274738 9,8307 0,779063
642,33020019531 115925 -1,62378 Piket 1519,68 <Интегр-Навиг> 62,1484 0,011143 -1,69662 -3,86293 2,14603 0 55,76339086412 37,72292300806 161,59379577637 -0,772329 9,25875 0,399659
641,87915039063 116298 -1,624 <_____> 1517,26 <Интегр-Навиг> 62,1474 0,0249849 -1,68674 -3,85784 2,13817 0 55,76338727887 37,72292654737 161,59837341309 -0,171991 10,0865 -0,425117
641,42810058594 116668 -1,62378 <_____> 1517,05 <Интегр-Навиг> 62,1873 0,0501901 -1,66473 -3,96797 2,19695 0 55,76338358965 37,72292916705 161,64578247070 -0,773738 9,06277 0,953302
640,97698974609 117031 -1,62378 <_____> 1517,05 <Интегр-Навиг> 62,184 -0,00934356 -1,64499 -3,94124 2,17674 0 55,76337997209 37,72293272424 161,65119934082 -0,511117 9,361 0,907543
640,52593994141 117397 -1,624 <_____> 1517,05 <Интегр-Навиг> 62,1984 -0,0304884 -1,63832 -3,91508 2,17627 0 55,76337644721 37,72293619430 161,65655517578 -0,0928566 10,3695 -0,269141
640,07482910156 117767 -1,62378 <_____> 1517,05 <Интегр-Навиг> 62,2046 -0,045346 -1,63058 -3,84523 2,12387 0 55,76337268421 37,72293918977 161,72039794922 0,0232861 10,236 -0,76359
639,62377929688 118144 -1,624 <_____> 1517,05 <Интегр-Навиг> 62,2431 -0,117566 -1,62082 -3,80404 2,10632 0 55,76336907161 37,72294273336 161,72773742676 0,142157 10,3566 0,0575793
639,17272949219 118525 -1,62378 <_____> 1517,26 <Интегр-Навиг> 62,1889 -0,116632 -1,63307 -3,76817 2,07065 0 55,76336560411 37,72294578831 161,80870056152 -1,39188 9,34977 -0,0506137
638,72161865234 118910 -1,62378 <_____> 1519,48 <Интегр-Навиг> 62,1444 -0,172382 -1,59449 -3,74216 2,06975 0 55,76336205918 37,72294927214 161,81892395020 0,224989 10,2531 0,544632
638,27056884766 119301 -1,624 <_____> 1520,09 <Интегр-Навиг> 62,1167 -0,338943 -1,57295 -3,60035 2,00734 0 55,76335844805 37,72295283223 161,82984924316 -0,101836 9,21604 1,00073
637,81945800781 119706 -1,62378 <_____> 1520,49 <Интегр-Навиг> 62,1203 -0,471707 -1,6017 -3,53077 1,96115 0 55,76335473017 37,72295620454 161,91966247559 -0,914985 8,75261 0,522428
637,36840820313 120108 -1,624 <_____> 1520,69 <Интегр-Навиг> 62,1123 -0,546242 -1,62325 -3,61218 2,0218 0 55,76335114912 37,72295974361 161,93376159668 -0,430075 10,0462 -0,308931
636,91735839844 120507 -1,62378 <_____> 1520,69 <Интегр-Навиг> 62,11 -0,53726 -1,66338 -3,59896 2,01443 0 55,76334754112 37,72296331355 162,01438903809 0,650598 10,553 0,0899516
636,46624755859 120910 -1,62378 <_____> 1520,09 <Интегр-Навиг> 62,1277 -0,508827 -1,70286 -3,54015 1,95213 0 55,76334386759 37,72296651774 162,03022766113 -1,45818 8,67818 -0,160926
636,01519775391 121323 -1,624 <_____> 1519,48 <Интегр-Навиг> 62,1815 -0,465295 -1,73483 -3,45742 1,93359 0 55,76334025259 37,72297007769 162,04598999023 -0,537955 9,98768 -0,757993
635,56408691406 121737 -1,62378 <_____> 1518,47 <Интегр-Навиг> 62,2214 -0,383768 -1,76664 -3,54734 1,96952 0 55,76333621111 37,72297323078 162,12680053711 0,74862 10,601 0,467884
635,11303710938 122141 -1,624 <_____> 1517,05 <Интегр-Навиг> 62,2084 -0,262633 -1,78737 -3,62608 1,99812 0 55,76333258865 37,72297679215 162,14282226563 -0,772111 9,29719 0,912391
634,66198730469 122537 -1,62378 <_____> 1516,85 <Интегр-Навиг> 62,1601 -0,156468 -1,79918 -3,68383 2,04831 0 55,76332896835 37,72297921266 162,23268127441 0,484149 10,7046 -0,259203
634,21087646484 122920 -1,62378 <_____> 1516,25 <Интегр-Навиг> 62,1437 -0,0844502 -1,80386 -3,82483 2,10029 0 55,76332533595 37,72298276233 162,24815368652 0,737775 11,1683 -0,73878
633,75982666016 123292 -1,624 <_____> 1516,04 <Интегр-Навиг> 62,1185 0,0263297 -1,7897 -3,95069 2,17003 0 55,76332171018 37,72298630628 162,26219177246 -0,535882 9,86573 0,768305
633,30871582031 123660 -1,624 <_____> 1516,04 <Интегр-Навиг> 62,1043 0,23728 -1,77292 -3,97165 2,19249 0 55,76331840475 37,72298942735 162,35057067871 -0,518701 9,35839 -0,134315
632,85766601563 124024 -3,24778 <_____> 1516,25 <Интегр-Навиг> 62,1073 0,377392 -1,72838 -3,94676 2,16956 0 55,76331478047 37,72299295465 162,36428833008 0,0775836 10,1845 -0,86224
632,40661621094 124391 -1,62378 Piket 1516,65 <Интегр-Навиг> 62,1785 0,354741 -1,6791 -3,99847 2,18083 0 55,76331115616 37,72299648328 162,37712097168 -0,39036 9,61361 0,266224
631,95550537109 124748 -1,62378 <_____> 1516,65 <Интегр-Навиг> 62,1993 0,38574 -1,62316 -4,04202 2,20837 0 55,76330736383 37,72299984989 162,48579406738 0,408722 9,90437 -1,17985
631,50445556641 125100 -1,624 <_____> 1516,65 <Интегр-Навиг> 62,1976 0,360178 -1,55318 -4,11179 2,22977 0 55,76330373946 37,72300335796 162,49966430664 -0,0941544 10,4171 -1,01954
631,05334472656 125452 -1,62378 <_____> 1516,45 <Интегр-Навиг> 62,2313 0,340313 -1,50307 -4,1723 2,2693 0 55,76330011434 37,72300686373 162,60832214355 -0,0483096 10,2772 0,240384
630,60229492188 125798 -1,624 <_____> 1516,45 <Интегр-Навиг> 62,2542 0,340905 -1,41998 -4,20668 2,2908 0 55,76329643207 37,72301013522 162,62411499023 -0,880993 9,22885 1,21536
630,15124511719 126144 -1,62378 <_____> 1516,45 <Интегр-Навиг> 62,2848 0,39834 -1,34249 -4,17767 2,26196 0 55,76329281308 37,72301361883 162,63995361328 -0,23256 9,65541 -0,367324
629,70013427734 126488 -1,62378 <_____> 1516,45 <Интегр-Навиг> 62,3404 0,306303 -1,27136 -4,24502 2,28753 0 55,76328923636 37,72301705455 162,72476196289 -0,00949367 9,6586 1,08556
629,24908447266 126834 -1,62378 <_____> 1516,45 <Интегр-Навиг> 62,3782 0,293387 -1,18956 -4,13996 2,24015 0 55,76328568143 37,72301933463 162,74249267578 -0,518842 9,1965 0,782508
628,79797363281 127188 -3,24778 <_____> 1516,65 <Интегр-Навиг> 62,4048 0,103394 -1,13714 -4,10419 2,21682 0 55,76328207206 37,72302279287 162,76083374023 -0,205486 9,999 -0,407366
628,34692382813 127536 -1,624 <_____> 1516,85 <Интегр-Навиг> 62,3903 0,049965 -1,10057 -4,20404 2,25921 0 55,76327901166 37,72302609092 162,83267211914 -0,589884 9,29432 0,670312
627,89587402344 127885 -1,62378 <_____> 1517,05 <Интегр-Навиг> 62,3762 -0,232419 -1,10033 -4,03555 2,15579 0 55,76327534948 37,72302960417 162,85383605957 -0,242816 8,87611 -0,791776
627,44476318359 128249 -1,62378 <_____> 1518,07 <Интегр-Навиг> 62,3403 -0,228416 -1,11461 -3,97416 2,14683 0 55,76327178495 37,72303302878 162,87583923340 -0,311252 9,62061 0,316142
626,99371337891 128610 -1,624 <_____> 1519,48 <Интегр-Навиг> 62,1355 -0,154818 -1,09922 -3,96742 2,18257 0 55,76326796868 37,72303593985 162,94763183594 0,188821 10,2254 -0,838566
626,54260253906 128975 -1,62378 <_____> 1520,29 <Интегр-Навиг> 61,9918 -0,00506183 -1,09774 -3,97555 2,17801 0 55,76326433408 37,72303946139 162,97088623047 0,0521259 10,274 -0,445676
626,09155273438 129338 -1,624 <_____> 1520,49 <Интегр-Навиг> 61,9383 0,11948 -1,04985 -4,02344 2,19283 0 55,76326069347 37,72304299260 162,99313354492 -0,50352 9,78459 0,435494
625,64044189453 129701 -1,62378 <_____> 1519,28 <Интегр-Навиг> 61,98 0,266835 -0,973848 -3,9638 2,17555 0 55,76325673272 37,72304645841 163,07427978516 0,412513 10,2281 -0,798646
625,18939208984 130066 -1,62378 <_____> 1517,66 <Интегр-Навиг> 62,0543 0,250692 -0,879915 -3,96242 2,14878 0 55,76325309744 37,72304997096 163,09700012207 0,300957 10,6455 -0,475375
624,73834228516 130442 -3,24778 <_____> 1516,85 <Интегр-Навиг> 62,1556 0,194964 -0,801295 -3,79333 2,06498 0 55,76324948520 37,72305345929 163,12022399902 -1,35351 9,16917 -0,386264
624,28723144531 130830 -1,62378 <_____> 1516,25 <Интегр-Навиг> 62,1988 0,163717 -0,73066 -3,72575 2,05077 0 55,76324575143 37,72305691287 163,20373535156 1,37862 10,824 -0,815837
623,83618164063 131222 -1,624 <_____> 1515,64 <Интегр-Навиг> 62,2109 0,0529927 -0,695588 -3,73285 2,03456 0 55,76324210525 37,72306042161 163,23025512695 1,10863 10,18 -0,170147
623,38507080078 131606 -1,62378 <_____> 1514,83 <Интегр-Навиг> 62,2375 0,0250946 -0,682884 -3,85659 2,06734 0 55,76323833362 37,72306393737 163,30169677734 -1,33107 8,1597 1,07339
622,93402099609 131982 -1,624 <_____> 1514,63 <Интегр-Навиг> 62,2478 -0,11481 -0,667822 -3,80313 2,07848 0 55,76323473717 37,72306739305 163,32855224609 1,22936 10,8269 -0,616572
622,48297119141 132370 -1,62378 <_____> 1514,43 <Интегр-Навиг> 62,21 -0,128094 -0,673457 -3,74811 2,02547 0 55,76323110842 37,72307088387 163,35656738281 0,822086 10,2414 0,0114285
622,03186035156 132763 -1,62378 <_____> 1514,43 <Интегр-Навиг> 62,2332 -0,0613306 -0,705912 -3,73398 2,0059 0 55,76322763106 37,72307405406 163,39399719238 -1,12409 8,80171 1,05624
621,58081054688 133148 -1,624 <_____> 1514,63 <Интегр-Навиг> 62,266 -0,082482 -0,708581 -3,82245 2,08081 0 55,76322398428 37,72307755042 163,42227172852 -1,01209 9,29123 -0,0478677
621,12969970703 133527 -1,62378 <_____> 1515,03 <Интегр-Навиг> 62,2781 -0,115607 -0,722809 -3,86062 2,08208 0 55,76322041309 37,72308022799 163,44448852539 0,467406 10,1671 -0,177318
620,67864990234 133906 -1,624 <_____> 1515,84 <Интегр-Навиг> 62,2648 -0,163683 -0,727576 -3,79506 2,05002 0 55,76321677085 37,72308370736 163,47244262695 1,06903 10,6708 -0,581545
620,22760009766 134291 -1,62378 <_____> 1516,45 <Интегр-Навиг> 62,2709 -0,156333 -0,73922 -3,79312 2,04982 0 55,76321311921 37,72308720189 163,50083923340 0,226147 9,43862 0,664865
619,77648925781 134675 -1,62378 <_____> 1516,45 <Интегр-Навиг> 62,2361 -0,0764993 -0,750778 -3,81398 2,07086 0 55,76320956113 37,72308998651 163,51361083984 0,575041 10,4156 -0,22223
619,32543945313 135053 -1,624 <_____> 1516,45 <Интегр-Навиг> 62,228 -0,0561453 -0,750846 -3,85892 2,07963 0 55,76320590692 37,72309347182 163,54116821289 0,540901 10,6117 -1,23067
618,87432861328 135428 -1,62378 <_____> 1516,25 <Интегр-Навиг> 62,2598 -0,0364879 -0,730859 -3,95644 2,10921 0 55,76320227563 37,72309693282 163,56813049316 -1,77753 8,13708 0,396362
618,42327880859 135797 -1,624 <_____> 1515,44 <Интегр-Навиг> 62,3087 -0,00265262 -0,698416 -3,92554 2,11362 0 55,76319888376 37,72310027780 163,59255981445 0,401497 10,3299 -1,15481
617,97222900391 136173 -1,62378 <_____> 1514,83 <Интегр-Навиг> 62,3286 0,0899073 -0,599454 -3,84054 2,06474 0 55,76319519343 37,72310378457 163,61990356445 1,10442 10,4183 -0,478498
617,52111816406 136561 -1,62378 <_____> 1514,63 <Интегр-Навиг> 62,3436 0,120219 -0,526784 -3,72109 1,96841 0 55,76319184343 37,72310682435 163,64054870605 0,86615 9,68972 0,663473
617,07006835938 136963 -1,624 <_____> 1514,63 <Интегр-Навиг> 62,3245 0,0967899 -0,397931 -3,53339 1,8962 0 55,76318821306 37,72311026041 163,66909790039 -1,38163 9,18119 -0,769772
616,61895751953 137387 -1,62378 <_____> 1515,03 <Интегр-Навиг> 62,3079 0,118615 -0,257902 -3,41294 1,82459 0 55,76318452273 37,72311376451 163,69990539551 -0,964923 8,85423 -0,0756928
616,16790771484 137821 -1,624 <_____> 1515,84 <Интегр-Навиг> 62,2971 0,0911583 -0,142519 -3,29724 1,76226 0 55,76318053986 37,72311645378 163,71588134766 0,137856 10,4044 -1,62172
615,71685791016 138269 -1,62378 <_____> 1516,45 <Интегр-Навиг> 62,3063 0,140874 -0,0490124 -3,33115 1,78145 0 55,76317687605 37,72311992510 163,74743652344 0,280226 9,57177 1,3871
615,26574707031 138702 -1,62378 <_____> 1516,65 <Интегр-Навиг> 62,3458 0,0901016 0,0177058 -3,41072 1,81529 0 55,76317335466 37,72312362149 163,75532531738 -0,659863 9,1767 -0,365292
614,81469726563 139134 -1,624 <_____> 1516,85 <Интегр-Навиг> 62,3627 0,0905897 0,0324644 -3,39004 1,81135 0 55,76316967414 37,72312711352 163,78500366211 -0,236834 10,2013 -1,50015
614,36358642578 139560 -1,62378 <_____> 1517,05 <Интегр-Навиг> 62,3812 0,0503882 0,0429024 -3,49758 1,86723 0 55,76316594747 37,72313033878 163,77465820313 0,474696 10,4119 0,153912
613,91253662109 139978 -1,624 <_____> 1517,66 <Интегр-Навиг> 62,3867 -0,030638 0,0562518 -3,54646 1,91396 0 55,76316226437 37,72313381730 163,80311584473 1,17638 10,778 0,393317
613,46142578125 140383 -1,62378 <_____> 1518,67 <Интегр-Навиг> 62,2457 -0,0583101 0,0812844 -3,64714 1,96455 0 55,76315866870 37,72313724378 163,83035278320 0,286301 10,6426 -0,689184
613,01037597656 140784 -1,624 <_____> 1517,86 <Интегр-Навиг> 62,0922 -0,0378527 0,100105 -3,62659 1,92777 0 55,76315504096 37,72314053191 163,78999328613 -0,597591 10,1962 -0,93615
612,55932617188 141189 -1,62378 <_____> 1517,05 <Интегр-Навиг> 62,0315 -0,0496546 0,148133 -3,60069 1,94172 0 55,76315143793 37,72314395534 163,81620788574 -0,879488 9,30144 -0,252039
612,10821533203 141596 -1,62378 Piket 1517,05 <Интегр-Навиг> 62,0297 -0,0581736 0,151317 -3,60924 1,95539 0 55,76314833696 37,72314770176 163,73751831055 0,164325 10,2432 -0,0287415
611,65716552734 142000 -1,624 <_____> 1517,05 <Интегр-Навиг> 62,0286 0,000138301 0,149629 -3,63558 1,96083 0 55,76314466775 37,72315120776 163,76147460938 1,32985 10,465 0,571198
611,20605468750 142402 -1,62378 <_____> 1517,05 <Интегр-Навиг> 62,0639 0,026105 0,126929 -3,69348 1,97334 0 55,76314101684 37,72315469425 163,78457641602 -1,56341 8,44472 0,528025
610,75500488281 142794 -1,624 <_____> 1517,05 <Интегр-Навиг> 62,1118 0,0815962 0,114081 -3,75509 2,0325 0 55,76313718681 37,72315820684 163,66584777832 0,202928 10,2563 -0,432293
610,30395507813 143180 -1,62378 <_____> 1517,05 <Интегр-Навиг> 62,1171 0,130521 0,0746188 -3,87285 2,07424 0 55,76313351484 37,72316170050 163,68461608887 0,988034 10,8536 -0,628402
609,85284423828 143555 -1,62378 <_____> 1517,05 <Интегр-Навиг> 62,125 0,152287 0,0917326 -3,86703 2,07146 0 55,76312902874 37,72316550653 163,55543518066 -1,6784 8,05736 0,444938
609,40179443359 143934 -1,624 <_____> 1516,85 <Интегр-Навиг> 62,0947 0,196625 0,0575213 -3,85454 2,0682 0 55,76312535901 37,72316898188 163,57046508789 -0,48395 9,76606 -0,538766
608,95068359375 144311 -1,62378 <_____> 1515,84 <Интегр-Навиг> 62,1585 0,148671 0,0424512 -3,88113 2,08636 0 55,76312167305 37,72317246827 163,58531188965 0,588586 10,7387 -0,18396
608,49963378906 144688 -1,624 <_____> 1515,64 <Интегр-Навиг> 62,1911 0,110769 0,00644451 -3,9214 2,07388 0 55,76311707475 37,72317740749 163,44000244141 -0,368245 9,18968 0,941744
608,04858398438 145065 -1,62378 <_____> 1515,64 <Интегр-Навиг> 62,208 0,0668782 -0,0647535 -3,93353 2,07795 0 55,76311338259 37,72318090448 163,45178222656 -1,37922 8,92644 0,872052
607,59747314453 145437 -1,62378 <_____> 1515,84 <Интегр-Навиг> 62,1888 0,0608693 -0,129718 -3,93501 2,13113 0 55,76310970537 37,72318437425 163,46324157715 -0,555798 9,7346 -0,729636
607,14642333984 145812 -1,624 <_____> 1516,25 <Интегр-Навиг> 62,1855 0,22384 -0,138756 -3,94931 2,11001 0 55,76310646475 37,72318788618 163,31240844727 0,886912 10,2802 -0,640058
606,69531250000 146183 -1,62378 <_____> 1516,65 <Интегр-Навиг> 62,1707 0,398592 -0,160545 -3,9765 2,11547 0 55,76310282798 37,72319131645 163,31971740723 -0,277555 9,52421 0,0275024
606,24426269531 146554 -1,624 <_____> 1516,85 <Интегр-Навиг> 62,1919 0,443931 -0,137614 -3,9573 2,11712 0 55,76309905416 37,72319564184 163,14857482910 0,0842737 9,59336 -0,0868666
605,79321289063 146922 -1,62378 <_____> 1517,05 <Интегр-Навиг> 62,2137 0,397723 -0,106951 -4,03107 2,13025 0 55,76309540123 37,72319908143 163,15126037598 -0,387572 9,55672 0,283219
605,34210205078 147286 -1,62378 <_____> 1517,05 <Интегр-Навиг> 62,2172 0,318811 -0,0859303 -4,05365 2,12775 0 55,76309170287 37,72320256070 163,15463256836 -1,00332 8,54143 1,24608
604,89105224609 147649 -1,62378 <_____> 1517,05 <Интегр-Навиг> 62,2188 0,304956 -0,0771869 -4,07645 2,18 0 55,76308797083 37,72320610147 162,96051025391 0,972384 10,2931 -0,71551
604,43994140625 148006 -3,24778 <_____> 1517,05 <Интегр-Навиг> 62,21 0,23829 -0,083233 -4,16188 2,19838 0 55,76308425860 37,72320959187 162,96028137207 0,361773 10,2844 -0,960271
603,98889160156 148363 -1,624 <_____> 1518,07 <Интегр-Навиг> 62,1729 0,218472 -0,0928212 -4,0775 2,16454 0 55,76308062832 37,72321300480 162,96025085449 -0,484945 9,35557 0,717634
603,53784179688 148722 -1,62378 <_____> 1519,28 <Интегр-Навиг> 62,1546 0,221356 -0,125681 -4,07168 2,16768 0 55,76307708042 37,72321624501 162,73554992676 0,515553 10,4559 -0,707064
603,08673095703 149087 -1,62378 <_____> 1519,48 <Интегр-Навиг> 62,1473 0,147401 -0,151965 -3,96936 2,11491 0 55,76307337013 37,72321973353 162,73144531250 0,592457 10,434 -0,441789
602,63568115234 149463 -1,624 <_____> 1519,48 <Интегр-Навиг> 62,1526 0,0658726 -0,197136 -3,89107 2,0452 0 55,76306972877 37,72322315668 162,72756958008 -1,39063 8,71849 0,726462
602,18457031250 149843 -1,62378 Piket 1519,28 <Интегр-Навиг> 62,163 0,0284751 -0,263789 -3,92187 2,07833 0 55,76306621205 37,72322567258 162,50711059570 -0,551657 9,8313 -0,279588
601,73352050781 150223 -1,624 <_____> 1519,28 <Интегр-Навиг> 62,1761 0,0184717 -0,340719 -3,86344 2,06947 0 55,76306252657 37,72322912950 162,49911499023 1,19337 10,526 -0,511819
601,28247070313 150602 -1,62378 <_____> 1519,48 <Интегр-Навиг> 62,1496 0,0595579 -0,420914 -3,92699 2,06027 0 55,76305861289 37,72323179470 162,28102111816 0,342977 10,2919 -0,743598
600,83135986328 150981 -1,62378 <_____> 1519,88 <Интегр-Навиг> 62,1395 0,0763014 -0,469323 -3,86596 2,01926 0 55,76305490777 37,72323525755 162,26856994629 -0,152953 9,42681 0,58272
600,38031005859 151363 -1,624 <_____> 1519,68 <Интегр-Навиг> 62,1378 0,133582 -0,516368 -3,90052 2,0488 0 55,76305124192 37,72323867797 162,25599670410 0,26806 10,2211 -0,152519
599,92919921875 151737 -1,62378 <_____> 1518,87 <Интегр-Навиг> 62,186 0,142932 -0,530398 -4,03322 2,11218 0 55,76304730389 37,72324200775 162,03581237793 -0,721655 9,34469 0,400131
599,47814941406 152099 -1,624 <_____> 1517,05 <Интегр-Навиг> 62,212 0,109757 -0,541203 -4,13179 2,16111 0 55,76304364364 37,72324541369 162,02003479004 -0,14304 10,2384 -0,176318
599,02709960938 152453 -1,624 <_____> 1517,05 <Интегр-Навиг> 62,2018 0,099365 -0,553595 -4,22839 2,21232 0 55,76303997166 37,72324882734 162,00469970703 -0,422437 9,51139 0,110774
598,57598876953 152798 -3,24756 <_____> 1517,05 <Интегр-Навиг> 62,1687 0,096604 -0,565409 -4,32936 2,26046 0 55,76303603481 37,72325227885 161,79708862305 -0,0582442 9,91691 -0,618969
598,12493896484 153138 -1,624 <_____> 1517,05 <Интегр-Навиг> 62,2136 0,0956891 -0,593346 -4,34008 2,26495 0 55,76303235787 37,72325570049 161,77880859375 0,388361 10,1275 0,151527
597,67382812500 153483 -1,62378 <_____> 1517,05 <Интегр-Навиг> 62,2514 0,107374 -0,607877 -4,28751 2,26633 0 55,76302869575 37,72325910034 161,56607055664 0,250045 9,94998 -0,316177
597,22277832031 153825 -1,624 <_____> 1517,05 <Интегр-Навиг> 62,2577 0,12141 -0,638175 -4,39442 2,28654 0 55,76302444722 37,72326272504 161,54345703125 -0,535249 9,42691 -0,0530751
596,77166748047 154161 -1,62378 <_____> 1517,05 <Интегр-Навиг> 62,2223 0,167787 -0,660504 -4,42248 2,31043 0 55,76302077362 37,72326611818 161,52160644531 0,226371 10,2133 0,818547
596,32061767578 154497 -1,624 <_____> 1517,05 <Интегр-Навиг> 62,2194 0,13674 -0,683613 -4,37724 2,28588 0 55,76301703273 37,72326957869 161,49938964844 0,115891 9,10501 0,801254
595,86956787109 154840 -1,624 <_____> 1517,05 <Интегр-Навиг> 62,2553 0,0685863 -0,711384 -4,34577 2,26239 0 55,76301339022 37,72327300649 161,28417968750 -0,144803 9,9409 -0,28527
