Путь Время,mc Скорость Отметка Шаблон Статус Курс Крен Тангаж Vn Ve Vh Широта Долгота Высота Ax Ay Az 
-792,53808593750 240935 -1,62378 <_____> 1506,95 <Интегр-Навиг> 61,9359 -0,0504902 -0,0267918 -4,10143 2,29488 0 55,76204510318 37,72421680633 166,70225524902 0,363754 9,63748 0,675161
-792,98913574219 241263 -1,624 <_____> 1506,75 <Интегр-Навиг> 61,929 -0,019772 -0,056327 -4,10636 2,28922 0 55,76204177192 37,72422011460 166,70278930664 -0,318959 10,0454 -1,1964
-793,44024658203 241591 -1,624 <_____> 1506,75 <Интегр-Навиг> 61,9411 -0,00515101 -0,0724222 -4,01058 2,24981 0 55,76203771521 37,72422357169 166,46200561523 -0,415675 9,6012 -1,00412
-793,89129638672 241931 -3,24778 <_____> 1506,95 <Интегр-Навиг> 62,0134 0,0289907 -0,114977 -3,93504 2,21554 0 55,76203436114 37,72422691592 166,45803833008 0,275773 9,83052 0,0291092
-794,34234619141 242266 -1,62378 <_____> 1507,56 <Интегр-Навиг> 62,0306 0,0481964 -0,163482 -4,0294 2,24606 0 55,76203104073 37,72423021386 166,45382690430 -0,551475 9,5271 0,552999
-794,79345703125 242601 -1,62378 Piket 1507,56 <Интегр-Навиг> 62,0329 0,102254 -0,188605 -4,01387 2,24286 0 55,76202705762 37,72423299565 166,19050598145 0,144674 9,66646 -0,145582
-795,24450683594 242933 -1,624 <_____> 1507,76 <Интегр-Навиг> 62,045 0,178843 -0,206725 -4,091 2,28826 0 55,76202369619 37,72423633023 166,18103027344 0,234411 10,188 -0,808224
-795,69561767578 243264 -1,62378 <_____> 1508,17 <Интегр-Навиг> 62,036 0,278604 -0,222659 -4,03614 2,26472 0 55,76202031604 37,72423968289 166,17106628418 0,277797 10,2743 -0,411473
-796,14666748047 243597 -1,62378 <_____> 1508,57 <Интегр-Навиг> 62,0198 0,31321 -0,253764 -4,06056 2,2631 0 55,76201585810 37,72424334824 165,90567016602 -1,21669 9,11175 0,684717
-796,59771728516 243923 -3,24778 <_____> 1508,77 <Интегр-Навиг> 62,0147 0,333178 -0,26985 -4,16175 2,31259 0 55,76201256344 37,72424659808 165,89117431641 0,419521 10,4261 0,268052
-797,04882812500 244247 -1,62378 <_____> 1508,57 <Интегр-Навиг> 62,0871 0,271898 -0,262723 -4,18715 2,32305 0 55,76200916498 37,72424994784 165,87655639648 0,230236 10,073 0,348074
-797,49987792969 244564 -1,624 <_____> 1508,57 <Интегр-Навиг> 62,1392 0,210869 -0,274032 -4,29806 2,38312 0 55,76200494042 37,72425412646 165,60610961914 0,548309 10,2878 1,39898
-797,95098876953 244878 -1,62378 <_____> 1508,57 <Интегр-Навиг> 62,1416 0,242453 -0,288598 -4,29128 2,39193 0 55,76200158249 37,72425742690 165,58833312988 -0,521204 9,90922 -1,25608
-798,40203857422 245194 -1,62378 <_____> 1508,17 <Интегр-Навиг> 62,087 0,210052 -0,277115 -4,28541 2,37 0 55,76199823294 37,72426072038 165,57048034668 -0,268974 9,22676 0,434147
-798,85308837891 245504 -3,24778 <_____> 1508,17 <Интегр-Навиг> 62,0822 0,205082 -0,266458 -4,37181 2,42134 0 55,76199482301 37,72426354784 165,32952880859 0,0620354 10,1209 0,0661246
-799,30419921875 245816 -1,62378 <_____> 1508,57 <Интегр-Навиг> 62,1027 0,170639 -0,275619 -4,29924 2,37438 0 55,76199150123 37,72426681409 165,30888366699 -0,107024 9,9099 -1,0813
-799,75524902344 246128 -1,624 <_____> 1508,57 <Интегр-Навиг> 62,1013 0,125068 -0,29526 -4,35593 2,41142 0 55,76198813042 37,72427012364 165,28784179688 0,444356 10,4134 -0,0489205
-800,20635986328 246437 -1,62378 <_____> 1508,57 <Интегр-Навиг> 62,1285 0,140789 -0,319052 -4,39749 2,42079 0 55,76198459486 37,72427129323 165,05781555176 -0,0898822 10,1116 -0,158767
-800,65740966797 246747 -1,62378 <_____> 1508,97 <Интегр-Навиг> 62,1802 0,0533456 -0,347192 -4,29845 2,37298 0 55,76198124777 37,72427457017 165,03445434570 -0,684778 9,52479 -0,0438641
-801,10852050781 247061 -3,24778 <_____> 1509,18 <Интегр-Навиг> 62,1378 0,0310842 -0,389511 -4,29345 2,37352 0 55,76197789992 37,72427784088 165,01078796387 -0,26383 9,91758 -0,673596
-801,55957031250 247375 -1,624 <_____> 1509,38 <Интегр-Навиг> 62,1471 0,0510171 -0,430529 -4,32326 2,37302 0 55,76197454222 37,72428112499 164,78890991211 -0,651415 9,44072 0,712335
-802,01062011719 247685 -1,62378 <_____> 1509,58 <Интегр-Навиг> 62,1822 -0,0734217 -0,466309 -4,37761 2,40885 0 55,76197122266 37,72428387650 164,76246643066 0,431687 10,0726 0,705335
-802,46173095703 247996 -1,62378 <_____> 1509,78 <Интегр-Навиг> 62,0825 0,0322341 -0,509351 -4,33846 2,39769 0 55,76196791225 37,72428711795 164,73670959473 0,415079 10,7218 0,716284
-802,91278076172 248307 -3,24778 <_____> 1509,78 <Интегр-Навиг> 62,1255 -0,144353 -0,535812 -4,33334 2,38269 0 55,76196452159 37,72429043712 164,71133422852 -0,512907 9,68961 0,317146
-803,36389160156 248617 -1,62378 <_____> 1509,58 <Интегр-Навиг> 62,1808 -0,32135 -0,602404 -4,33372 2,33829 0 55,76196106898 37,72429330760 164,51710510254 -0,50069 8,3113 -1,22754
-803,81494140625 248938 -1,624 <_____> 1509,58 <Интегр-Навиг> 62,2834 -0,316957 -0,616736 -4,22011 2,30747 0 55,76195762036 37,72429666673 164,48881530762 0,438678 9,3558 1,333
-804,26599121094 249255 -1,62378 <_____> 1509,58 <Интегр-Навиг> 62,2967 -0,301659 -0,688516 -4,25049 2,33333 0 55,76195429587 37,72429991007 164,46157836914 0,256493 10,2444 -0,232488
-804,71710205078 249574 -1,62378 Piket 1509,58 <Интегр-Навиг> 62,3186 -0,296189 -0,750223 -4,2349 2,32416 0 55,76195012024 37,72430299302 164,36198425293 0,401351 9,79397 0,552285
-805,16815185547 249900 -3,24778 <_____> 1509,78 <Интегр-Навиг> 62,3419 -0,274023 -0,811717 -4,07341 2,23437 0 55,76194673308 37,72430628378 164,33271789551 -0,386134 9,63225 0,405972
-805,61926269531 250234 -1,62378 <_____> 1510,39 <Интегр-Навиг> 62,2561 -0,124257 -0,816765 -4,03855 2,23151 0 55,76194338692 37,72430954907 164,30201721191 -0,311971 9,03265 -0,186283
-806,07031250000 250567 -1,624 <_____> 1510,59 <Интегр-Навиг> 62,1321 -0,00287164 -0,822274 -4,00961 2,20529 0 55,76193982528 37,72431295985 164,28607177734 -0,0118038 10,1677 -0,679928
-806,52136230469 250907 -1,62378 <_____> 1510,59 <Интегр-Навиг> 62,1247 0,0303567 -0,776181 -3,89204 2,15459 0 55,76193646968 37,72431626236 164,25442504883 0,714477 10,1259 -0,00556838
-806,97247314453 251249 -1,62378 <_____> 1510,59 <Интегр-Навиг> 62,094 0,113446 -0,736724 -3,98264 2,20743 0 55,76193315768 37,72431951170 164,22262573242 0,149968 10,0701 -0,328746
-807,42352294922 251586 -1,62378 <_____> 1510,59 <Интегр-Навиг> 62,1275 0,0715845 -0,673388 -3,97074 2,1868 0 55,76192899220 37,72432173730 164,30335998535 0,0167664 9,81268 -0,20026
-807,87463378906 251924 -3,24778 <_____> 1510,59 <Интегр-Навиг> 62,1522 0,035501 -0,622272 -3,97454 2,17952 0 55,76192562272 37,72432502180 164,27368164063 -0,044364 10,3582 -0,27901
-808,32568359375 252261 -1,624 <_____> 1510,39 <Интегр-Навиг> 62,1762 0,0640886 -0,574905 -3,99344 2,19045 0 55,76192229081 37,72432826952 164,24472045898 -0,661568 9,39346 -0,0400678
-808,77673339844 252602 -1,62378 <_____> 1510,19 <Интегр-Навиг> 62,1579 0,0906184 -0,546735 -3,88821 2,14985 0 55,76191727533 37,72433319474 164,45898437500 0,283134 10,2154 -0,310188
-809,22784423828 252945 -1,62378 <_____> 1510,19 <Интегр-Навиг> 62,1389 0,146668 -0,511099 -3,96243 2,18672 0 55,76191388638 37,72433649944 164,43295288086 -0,610143 9,64791 -0,804206
-809,67889404297 253286 -1,624 <_____> 1510,39 <Интегр-Навиг> 62,0923 0,197107 -0,498364 -3,91931 2,15335 0 55,76191053472 37,72433977042 164,40686035156 -0,156501 10,1109 -0,417304
-810,13000488281 253627 -1,624 <_____> 1510,59 <Интегр-Навиг> 62,0871 0,218028 -0,489249 -4,04335 2,21619 0 55,76190624921 37,72434326388 164,74844360352 -0,604551 9,28167 0,812756
-810,58105468750 253955 -3,24778 <_____> 1510,59 <Интегр-Навиг> 62,0953 0,208755 -0,449066 -4,14902 2,26654 0 55,76190289595 37,72434653001 164,72973632813 -0,0862931 9,89541 -0,52581
-811,03210449219 254280 -1,62378 <_____> 1510,79 <Интегр-Навиг> 62,0524 0,220991 -0,436825 -4,0731 2,22216 0 55,76189951710 37,72434983070 164,71078491211 -0,26362 10,2834 -1,19174
-811,48321533203 254610 -1,62378 <_____> 1512,61 <Интегр-Навиг> 62,0281 0,189975 -0,397329 -4,1261 2,2919 0 55,76189510636 37,72435279465 165,18980407715 0,0368073 8,90748 1,05307
-811,93426513672 254936 -1,624 <_____> 1514,63 <Интегр-Навиг> 61,9656 0,213599 -0,38213 -4,13209 2,2862 0 55,76189173986 37,72435608300 165,17990112305 -0,105522 10,0703 -0,322428
-812,38537597656 255261 -1,62378 <_____> 1515,64 <Интегр-Навиг> 61,9428 0,154639 -0,367733 -4,08813 2,25282 0 55,76188836034 37,72435938971 165,16987609863 -0,121207 9,99918 -0,68989
-812,83642578125 255592 -1,62378 <_____> 1516,25 <Интегр-Навиг> 61,9149 0,191535 -0,370987 -4,11986 2,26752 0 55,76188485222 37,72436195202 165,70634460449 0,213221 10,0601 -0,340851
-813,28747558594 255916 -3,24778 <_____> 1516,85 <Интегр-Навиг> 61,9604 0,171856 -0,3951 -4,19602 2,31008 0 55,76188152116 37,72436521482 165,70599365234 0,0483326 9,79217 0,128712
-813,73858642578 256239 -1,62378 <_____> 1518,07 <Интегр-Навиг> 62,0202 0,103623 -0,426547 -4,17444 2,29184 0 55,76187811244 37,72436854340 165,70573425293 -0,302283 9,3915 0,486506
-814,18963623047 256560 -1,624 <_____> 1519,28 <Интегр-Навиг> 62,0305 0,0499237 -0,454462 -4,24397 2,33883 0 55,76187399623 37,72437190998 166,25753784180 -0,237213 9,53712 -0,414699
-814,64074707031 256877 -1,62378 Piket 1520,09 <Интегр-Навиг> 62,0061 0,0554459 -0,476878 -4,23943 2,32162 0 55,76187059666 37,72437522692 166,26736450195 -0,269495 9,94845 -0,411727
-815,09179687500 257200 -1,62378 <_____> 1521,5 <Интегр-Навиг> 61,9666 0,019271 -0,503522 -4,19225 2,31131 0 55,76186725251 37,72437848541 166,27725219727 0,0797932 10,0397 0,270509
-815,54284667969 257520 -3,24778 <_____> 1522,51 <Интегр-Навиг> 61,9594 -0,0256022 -0,532195 -4,20008 2,32044 0 55,76186354348 37,72438338169 166,83406066895 0,2564 9,28264 0,647473
-815,99395751953 257842 -1,62378 <_____> 1523,52 <Интегр-Навиг> 61,9436 0,00441642 -0,56442 -4,16567 2,29459 0 55,76186020302 37,72438665562 166,85360717773 -0,098215 10,1895 -1,05556
-816,44500732422 258164 -1,624 <_____> 1524,53 <Интегр-Навиг> 61,9029 -0,00186045 -0,605237 -4,20546 2,32755 0 55,76185678977 37,72439000374 166,87344360352 -0,174225 9,81286 0,0473417
-816,89611816406 258484 -1,62378 <_____> 1525,94 <Интегр-Навиг> 61,8283 -7,46828e-5 -0,627159 -4,20393 2,32749 0 55,76185275484 37,72439432287 167,39720153809 -0,0804893 10,368 -0,855851
-817,34716796875 258804 -1,62378 <_____> 1527,36 <Интегр-Навиг> 61,7188 0,0185998 -0,647313 -4,23678 2,3615 0 55,76184939858 37,72439763875 167,42536926270 -0,106222 9,74059 0,734355
-817,79827880859 259121 -3,24778 <_____> 1528,77 <Интегр-Навиг> 61,6246 0,00536894 -0,662375 -4,22887 2,37111 0 55,76184608637 37,72440092195 167,45304870605 -0,340816 10,3276 -1,36546
-818,24932861328 259444 -1,624 <_____> 1529,99 <Интегр-Навиг> 61,543 0,011524 -0,688352 -4,07632 2,28382 0 55,76184241884 37,72440362748 167,90727233887 -0,193383 10,0824 -1,4021
-818,70037841797 259769 -1,62378 <_____> 1530,79 <Интегр-Навиг> 61,5046 0,0071299 -0,720608 -4,23984 2,39092 0 55,76183912146 37,72440691259 167,94288635254 -0,161707 9,29706 0,680065
-819,15148925781 260085 -1,62378 <_____> 1531,6 <Интегр-Навиг> 61,4616 0,0499004 -0,719077 -4,23451 2,3778 0 55,76183572450 37,72441030077 167,97824096680 -0,20195 9,28397 0,508826
-819,60253906250 260408 -1,62378 <_____> 1532,41 <Интегр-Навиг> 61,4779 0,068304 -0,744494 -4,0787 2,29358 0 55,76183239745 37,72441362340 168,30683898926 0,0899376 10,2003 -0,395867
-820,05364990234 260739 -3,24778 <_____> 1532,61 <Интегр-Навиг> 61,4429 0,128276 -0,769514 -4,10798 2,31369 0 55,76182794459 37,72441714935 168,34855651855 0,0768432 9,63383 0,735282
-820,50469970703 261066 -1,624 <_____> 1532,41 <Интегр-Навиг> 61,4213 0,15269 -0,768602 -4,08136 2,29586 0 55,76182460008 37,72442050085 168,38937377930 -0,443213 9,75347 -0,38845
-820,95574951172 261395 -1,62378 <_____> 1532,01 <Интегр-Навиг> 61,4323 0,0460706 -0,785599 -4,05734 2,30407 0 55,76182126677 37,72442383149 168,59498596191 -0,0552989 9,85676 -0,0846612
-821,40686035156 261733 -1,62378 <_____> 1529,99 <Интегр-Навиг> 61,4427 0,1207 -0,795645 -3,97263 2,25008 0 55,76181794789 37,72442805266 168,64111328125 -0,183251 9,44091 0,751904
-821,85791015625 262063 -1,624 <_____> 1528,37 <Интегр-Навиг> 61,4582 -0,0402359 -0,794178 -4,08803 2,30658 0 55,76181463007 37,72443137637 168,68553161621 0,316585 9,89363 -0,127654
-822,30902099609 262395 -1,624 <_____> 1526,75 <Интегр-Навиг> 61,4885 -0,0647691 -0,823074 -4,0232 2,26646 0 55,76181126143 37,72443474237 168,73091125488 -0,0309206 9,70762 0,298687
-822,76007080078 262737 -3,24778 <_____> 1524,13 <Интегр-Навиг> 61,5749 0,00142526 -0,853654 -3,88772 2,18793 0 55,76180735244 37,72443806856 168,81704711914 -0,377 10,0527 0,107051
-823,21112060547 263073 -1,62378 <_____> 1522,31 <Интегр-Навиг> 61,6386 -0,0180395 -0,851246 -4,05014 2,26403 0 55,76180396422 37,72444144014 168,86424255371 -0,294911 9,9141 -0,381702
-823,66223144531 263411 -1,62378 <_____> 1521,1 <Интегр-Навиг> 61,6699 0,0577393 -0,850821 -3,95551 2,20279 0 55,76180026002 37,72444290309 168,88999938965 -0,317436 10,0193 -0,515621
-824,11328125000 263758 -1,624 <_____> 1520,49 <Интегр-Навиг> 61,6909 0,0716726 -0,856883 -3,80639 2,12 0 55,76179691398 37,72444621050 168,93775939941 -0,0698913 9,93684 0,0755312
-824,56439208984 264103 -1,62378 Piket 1520,49 <Интегр-Навиг> 61,6966 -0,0016882 -0,862459 -4,00813 2,23093 0 55,76179362302 37,72444946448 168,98445129395 0,113848 10,1196 -0,0719943
-825,01544189453 264433 -1,624 <_____> 1520,49 <Интегр-Навиг> 61,7005 -0,000714893 -0,836797 -4,09424 2,26915 0 55,76179012170 37,72445263225 168,93440246582 -0,146857 9,87567 0,387158
-825,46649169922 264766 -1,624 <_____> 1520,49 <Интегр-Навиг> 61,7521 -0,0129947 -0,837102 -3,96759 2,19391 0 55,76178675471 37,72445593814 168,97889709473 -0,171387 9,61553 0,282698
-825,91760253906 265104 -3,24756 <_____> 1520,89 <Интегр-Навиг> 61,8197 0,116987 -0,823954 -4,10986 2,27626 0 55,76178336144 37,72445926229 169,02430725098 0,237616 10,1856 0,0875667
-826,36865234375 265427 -1,624 <_____> 1522,11 <Интегр-Навиг> 61,8643 -0,00194393 -0,819644 -4,21028 2,32238 0 55,76177939556 37,72446111746 168,92222595215 -0,251973 10,0359 -0,415592
-826,81976318359 265750 -1,62378 <_____> 1524,73 <Интегр-Навиг> 61,8517 0,0251278 -0,83634 -4,10685 2,24645 0 55,76177598019 37,72446444825 168,96327209473 -0,179554 10,1286 -0,83247
-827,27081298828 266087 -1,624 <_____> 1526,15 <Интегр-Навиг> 61,8422 0,0237365 -0,873024 -3,9549 2,16874 0 55,76177265591 37,72446769907 169,00517272949 -0,557231 9,32498 0,470325
-827,72186279297 266423 -1,624 <_____> 1527,56 <Интегр-Навиг> 61,793 0,0212831 -0,886343 -4,04129 2,23497 0 55,76176932305 37,72447096503 169,04638671875 -0,0611933 10,9308 -0,432194
-828,17297363281 266757 -3,24756 <_____> 1529,38 <Интегр-Навиг> 61,766 0,106362 -0,916644 -4,0556 2,23646 0 55,76176579363 37,72447410345 168,89196777344 -0,222084 9,65196 0,533538
-828,62402343750 267093 -1,624 <_____> 1529,99 <Интегр-Навиг> 61,7847 0,118417 -0,939435 -3,9355 2,16614 0 55,76176239628 37,72447742636 168,93093872070 -0,292336 9,04772 0,317425
-829,07513427734 267432 -1,62378 <_____> 1529,99 <Интегр-Навиг> 61,8149 0,0396917 -0,954131 -4,04505 2,20693 0 55,76175895150 37,72448100724 168,69935607910 -0,322914 9,36103 0,571863
-829,52618408203 267768 -1,624 <_____> 1529,99 <Интегр-Навиг> 61,8281 0,0358025 -0,941888 -3,9718 2,18196 0 55,76175561851 37,72448427044 168,73313903809 0,598434 10,3436 -0,254362
-829,97729492188 268108 -1,62378 <_____> 1529,99 <Интегр-Навиг> 61,8645 0,066912 -0,946399 -3,98368 2,199 0 55,76175225127 37,72448755793 168,76757812500 -0,00780867 9,76471 0,237762
-830,42834472656 268452 -1,624 <_____> 1529,58 <Интегр-Навиг> 61,8839 0,0878325 -0,961578 -3,89312 2,16909 0 55,76174717544 37,72449059935 168,45109558105 0,300705 10,2508 0,45607
-830,87939453125 268790 -1,624 <_____> 1529,38 <Интегр-Навиг> 61,8793 0,0373272 -0,9466 -4,04309 2,21209 0 55,76174378685 37,72449389898 168,47944641113 -0,243854 8,28201 0,621216
-831,33050537109 269129 -3,24756 <_____> 1528,77 <Интегр-Навиг> 61,8736 0,0355446 -0,946048 -3,92524 2,14071 0 55,76174047301 37,72449712122 168,50700378418 -0,0945739 9,91255 -0,136638
-831,78155517578 269480 -1,624 <_____> 1526,95 <Интегр-Навиг> 61,9194 0,0533745 -0,953807 -3,84291 2,10181 0 55,76173446573 37,72449982858 168,13423156738 0,000174623 9,32367 0,577403
-832,23266601563 269826 -1,62378 <_____> 1525,74 <Интегр-Навиг> 61,9677 -0,0361467 -0,975914 -3,9545 2,16314 0 55,76173107998 37,72450310403 168,15620422363 -0,566565 9,07507 0,41608
-832,68371582031 270169 -1,624 <_____> 1523,52 <Интегр-Навиг> 62,0144 -0,13248 -1,00222 -3,87329 2,11838 0 55,76172774193 37,72450632949 168,17805480957 -0,440963 9,92949 -0,20804
-833,13476562500 270523 -1,62378 <_____> 1522,71 <Интегр-Навиг> 62,0532 -0,220697 -1,06285 -3,8781 2,09516 0 55,76172147044 37,72451022929 167,70570373535 0,0423261 10,4421 -0,361943
-833,58587646484 270863 -1,62378 <_____> 1521,1 <Интегр-Навиг> 62,0377 -0,271301 -1,1113 -4,09117 2,21377 0 55,76171814151 37,72451343000 167,71914672852 0,127495 10,8584 -0,527878
-834,03692626953 271183 -1,62378 <_____> 1520,49 <Интегр-Навиг> 61,9795 -0,214506 -1,12656 -4,30984 2,33979 0 55,76171469522 37,72451674828 167,73219299316 -0,221933 9,94997 -0,42333
-834,48803710938 271505 -3,24778 Piket 1519,88 <Интегр-Навиг> 62,0028 0,00927499 -1,13029 -4,2178 2,28667 0 55,76171016574 37,72451988714 167,24893188477 0,136375 9,74039 0,578663
-834,93908691406 271832 -1,624 <_____> 1519,08 <Интегр-Навиг> 62,0539 0,0434622 -1,09767 -4,13074 2,21894 0 55,76170676004 37,72452313571 167,25280761719 -0,827791 9,37616 -0,444461
-835,39013671875 272168 -1,62378 <_____> 1517,26 <Интегр-Навиг> 62,1634 0,0764363 -1,0653 -4,04537 2,16474 0 55,76170336833 37,72452637075 167,25613403320 -0,146132 9,41719 0,659387
-835,84124755859 272507 -1,62378 <_____> 1516,45 <Интегр-Навиг> 62,2253 0,0800928 -1,01555 -4,06063 2,17568 0 55,76169947071 37,72452892776 166,82431030273 -0,346002 9,55499 0,0389367
-836,29229736328 272841 -1,624 <_____> 1515,24 <Интегр-Навиг> 62,2525 0,0595286 -0,946841 -4,06373 2,1705 0 55,76169607190 37,72453214382 166,82060241699 0,141791 10,5683 -0,631136
-836,74340820313 273181 -1,624 <_____> 1514,23 <Интегр-Навиг> 62,2778 0,128967 -0,896 -3,9821 2,11989 0 55,76169265199 37,72453537096 166,81652832031 -0,615744 9,52449 0,38259
-837,19445800781 273522 -3,24778 <_____> 1513,62 <Интегр-Навиг> 62,3188 0,0477287 -0,822667 -4,01977 2,10994 0 55,76168896113 37,72453890283 166,46276855469 -0,64224 9,86998 -0,490685
-837,64550781250 273860 -1,62378 <_____> 1512,61 <Интегр-Навиг> 62,3717 0,100888 -0,726078 -4,06613 2,15726 0 55,76168553077 37,72454212703 166,45263671875 0,22954 10,0503 -0,725605
