Путь Время,mc Скорость Отметка Шаблон Статус Курс Крен Тангаж Vn Ve Vh Широта Долгота Высота Ax Ay Az 
710,73724365234 20605 0 <_____> 1480,6 <Интегр-Навиг> 135,639 0,304887 0,448422 0,442225 -0,262051 0 55,75855684766 37,72854031411 168,96098327637 0,0458192 9,78989 -0,0518332
553,36987304688 154926 -1,75364 <_____> 1483,2 <Интегр-Навиг> 137,378 -0,497509 -0,339391 3,04031 -2,81261 0 55,75954247890 37,72680878291 163,56494140625 -0,185191 9,70871 0,537436
553,15808105469 155104 -1,67739 <_____> 1483,4 <Интегр-Навиг> 137,417 -0,498297 -0,374338 3,09027 -2,88465 0 55,75954385451 37,72680651802 163,54328918457 -0,721818 8,73097 -0,558916
552,94628906250 155283 -1,67739 <_____> 1483,8 <Интегр-Навиг> 137,451 -0,517438 -0,384726 3,03762 -2,82495 0 55,75954523540 37,72680424497 163,52165222168 0,106098 9,87891 0,139834
552,73443603516 155462 -1,75364 <_____> 1484,2 <Интегр-Навиг> 137,476 -0,522853 -0,381685 3,10102 -2,86348 0 55,75954661413 37,72680197866 163,57374572754 -0,381856 6,6526 0,111993
552,52264404297 155640 -1,75364 <_____> 1484,6 <Интегр-Навиг> 137,517 -0,514873 -0,420327 3,12628 -2,88515 0 55,75954768212 37,72679907996 163,55287170410 -0,0308515 9,42544 -0,626825
552,31085205078 155815 -1,67761 <_____> 1484,8 <Интегр-Навиг> 137,547 -0,524142 -0,451739 3,15451 -2,94101 0 55,75954903512 37,72679685474 163,53289794922 -0,14698 10,7418 -0,0857462
552,09906005859 155987 -1,67761 <_____> 1485 <Интегр-Навиг> 137,563 -0,548609 -0,422076 3,22082 -2,97491 0 55,75955041611 37,72679459161 163,51324462891 -0,209153 8,94286 0,40515
551,88726806641 156159 -1,75364 <_____> 1485,2 <Интегр-Навиг> 137,589 -0,540838 -0,450064 3,20022 -2,97448 0 55,75955174445 37,72679241002 163,49414062500 -0,626024 9,39303 -0,510969
551,67547607422 156331 -1,75364 <_____> 1485,2 <Интегр-Навиг> 137,621 -0,557636 -0,453484 3,1807 -2,95048 0 55,75955312300 37,72679015166 163,47416687012 -0,197326 10,5105 -0,515244
551,46368408203 156505 -1,75364 <_____> 1485 <Интегр-Навиг> 137,638 -0,569624 -0,403454 3,20545 -2,94265 0 55,75955409682 37,72678832113 163,54492187500 -0,0534698 9,21666 0,648362
551,25189208984 156677 -1,75364 <_____> 1485,2 <Интегр-Навиг> 137,663 -0,568559 -0,419404 3,19832 -2,97103 0 55,75955547571 37,72678606128 163,52595520020 -0,0703055 9,54206 -0,678391
551,04003906250 156849 -1,75364 <_____> 1485,4 <Интегр-Навиг> 137,695 -0,588401 -0,393297 3,17303 -2,93372 0 55,75955685727 37,72678379887 163,50683593750 0,850103 11,2392 -0,143553
550,82824707031 157022 -1,8301 <_____> 1485,4 <Интегр-Навиг> 137,723 -0,605665 -0,347641 3,22448 -2,94403 0 55,75955824195 37,72678153524 163,48777770996 0,647102 11,5907 -0,24155
550,61645507813 157194 -1,8301 <_____> 1485,4 <Интегр-Навиг> 137,722 -0,602503 -0,355532 3,2009 -2,94122 0 55,75955962822 37,72677926747 163,46864318848 0,813549 9,24664 -0,672659
550,40466308594 157368 -1,75364 <_____> 1485,2 <Интегр-Навиг> 137,771 -0,624671 -0,346067 3,1594 -2,91548 0 55,75956099459 37,72677703520 163,44937133789 -0,134439 10,5225 -0,0545431
550,19287109375 157541 -1,75364 <_____> 1485 <Интегр-Навиг> 137,802 -0,648439 -0,334198 3,17349 -2,90796 0 55,75956222254 37,72677442681 163,54772949219 0,699066 12,2656 0,248049
549,98107910156 157715 -1,75364 <_____> 1485,2 <Интегр-Навиг> 137,798 -0,637872 -0,311854 3,21075 -2,93059 0 55,75956359909 37,72677217864 163,52931213379 0,876053 10,1401 -0,59572
549,76928710938 157887 -1,75364 <_____> 1485,4 <Интегр-Навиг> 137,806 -0,647675 -0,35323 3,193 -2,94052 0 55,75956497972 37,72676992385 163,51139831543 0,0544388 10,0733 0,458143
549,55743408203 158060 -1,75364 <_____> 1485,8 <Интегр-Навиг> 137,828 -0,644147 -0,384163 3,23383 -2,94527 0 55,75956630990 37,72676775387 163,49412536621 0,523805 11,0353 -0,335955
549,34564208984 158232 -1,75386 <_____> 1486 <Интегр-Навиг> 137,809 -0,662917 -0,445282 3,17883 -2,94588 0 55,75956769261 37,72676549594 163,47619628906 -0,533887 9,44255 -0,18246
549,13385009766 158407 -1,75386 <_____> 1486,2 <Интегр-Навиг> 137,8 -0,634765 -0,463813 3,15753 -2,93265 0 55,75956911552 37,72676316643 163,45744323730 -0,525363 9,91891 0,1256
548,92205810547 158580 -1,75364 <_____> 1486,4 <Интегр-Навиг> 137,811 -0,66603 -0,511845 3,14898 -2,91461 0 55,75957060229 37,72676138837 163,56062316895 -0,273782 11,1927 1,6316
548,71026611328 158754 -1,75364 <_____> 1486,6 <Интегр-Навиг> 137,815 -0,650686 -0,526051 3,21589 -2,94906 0 55,75957198023 37,72675913806 163,54386901855 0,20018 8,88451 -1,26703
548,49847412109 158924 -1,75364 <_____> 1486,6 <Интегр-Навиг> 137,829 -0,640108 -0,487729 3,23225 -3,00015 0 55,75957332468 37,72675694537 163,52793884277 0,633227 10,4083 0,0880647
548,28668212891 159093 -1,75364 <_____> 1486,6 <Интегр-Навиг> 137,854 -0,651916 -0,507063 3,24173 -2,99508 0 55,75957473551 37,72675464488 163,51115417480 -0,704626 10,6745 0,0271956
548,07489013672 159263 -1,75364 Piket 1486,2 <Интегр-Навиг> 137,879 -0,640838 -0,462306 3,21575 -2,96262 0 55,75957608525 37,72675244578 163,49517822266 0,898062 9,91687 -0,888769
547,86303710938 159435 -1,82988 <_____> 1486 <Интегр-Навиг> 137,901 -0,619521 -0,416028 3,19636 -2,93898 0 55,75957747275 37,72675018641 163,60832214355 -0,480677 8,88999 -0,226042
547,65124511719 159606 -1,82988 <_____> 1485,8 <Интегр-Навиг> 137,918 -0,63068 -0,433894 3,22266 -2,96635 0 55,75957908517 37,72674876347 163,59310913086 -0,585386 11,133 -0,452854
547,43945312500 159777 -1,75386 <_____> 1485,6 <Интегр-Навиг> 137,937 -0,621427 -0,397586 3,23122 -2,99006 0 55,75958048768 37,72674648468 163,57742309570 -0,297404 9,38038 0,212341
547,22766113281 159947 -1,75386 <_____> 1485,6 <Интегр-Навиг> 137,959 -0,626343 -0,348371 3,24841 -2,97425 0 55,75958189211 37,72674420575 163,56159973145 0,157192 8,87181 0,0476509
547,01586914063 160116 -1,75386 <_____> 1485,4 <Интегр-Навиг> 137,995 -0,617009 -0,37326 3,27278 -2,97697 0 55,75958324925 37,72674200498 163,54618835449 -0,385341 9,82452 -0,309482
546,80407714844 160285 -1,82988 <_____> 1485,6 <Интегр-Навиг> 138,014 -0,634977 -0,324725 3,24606 -2,9916 0 55,75958460435 37,72673981175 163,53073120117 -0,596963 9,84957 -0,111299
546,59228515625 160454 -1,82988 <_____> 1485,6 <Интегр-Навиг> 138,04 -0,636437 -0,281947 3,29498 -3,0103 0 55,75958602307 37,72673751509 163,65336608887 -0,345457 9,38208 0,401023
546,38049316406 160620 -1,82988 <_____> 1485,6 <Интегр-Навиг> 138,075 -0,631889 -0,285627 3,32989 -3,01877 0 55,75958732229 37,72673521963 163,63909912109 -0,264497 9,75131 -0,166258
546,16864013672 160787 -1,82988 <_____> 1486 <Интегр-Навиг> 138,087 -0,645337 -0,268481 3,33313 -3,04876 0 55,75958870591 37,72673298364 163,62466430664 -0,569596 9,79774 -0,396328
545,95684814453 160953 -1,8301 <_____> 1486,2 <Интегр-Навиг> 138,112 -0,663796 -0,225048 3,35174 -3,042 0 55,75959003847 37,72673083352 163,61082458496 0,888126 9,84942 0,426534
545,74505615234 161117 -1,8301 <_____> 1486,2 <Интегр-Навиг> 138,181 -0,639427 -0,287148 3,36239 -3,0459 0 55,75959143086 37,72672858802 163,59669494629 -0,108085 9,00482 -0,307402
545,53326416016 161282 -1,8301 <_____> 1486,4 <Интегр-Навиг> 138,27 -0,655738 -0,302435 3,33779 -3,04403 0 55,75959282285 37,72672635695 163,58219909668 -0,560214 10,101 -0,573239
545,32147216797 161446 -1,82988 <_____> 1486,6 <Интегр-Навиг> 138,337 -0,678319 -0,345118 3,33204 -2,98725 0 55,75959415874 37,72672421735 163,56837463379 0,807524 10,4319 0,0277066
545,10968017578 161612 -1,82988 <_____> 1486,8 <Интегр-Навиг> 138,44 -0,677586 -0,406346 3,28855 -2,9581 0 55,75959544122 37,72672242265 163,69021606445 -0,165398 10,3364 -0,097814
544,89788818359 161781 -1,82988 <_____> 1487,2 <Интегр-Навиг> 138,499 -0,697689 -0,461493 3,29296 -2,96031 0 55,75959685956 37,72672015672 163,67662048340 -0,432177 9,74414 -0,185524
544,68603515625 161948 -1,82988 <_____> 1487,8 <Интегр-Навиг> 138,592 -0,68462 -0,419336 3,31644 -2,96433 0 55,75959823076 37,72671796327 163,66409301758 1,09157 8,96008 -0,73718
544,47424316406 162114 -1,82988 <_____> 1488,2 <Интегр-Навиг> 138,619 -0,706444 -0,471174 3,36729 -3,01069 0 55,75959961752 37,72671576179 163,65135192871 -0,189245 8,74764 0,159507
544,26245117188 162280 -1,8301 <_____> 1488,4 <Интегр-Навиг> 138,63 -0,713558 -0,501721 3,35703 -3,03605 0 55,75960101733 37,72671354038 163,63859558105 -0,915497 10,8909 0,752274
544,05065917969 162447 -1,8301 <_____> 1488,6 <Интегр-Навиг> 138,657 -0,715946 -0,517089 3,30111 -2,9697 0 55,75960240109 37,72671134065 163,74487304688 -0,135608 10,5974 0,00117812
543,83886718750 162615 -1,82988 <_____> 1488,8 <Интегр-Навиг> 138,664 -0,722254 -0,478087 3,31153 -2,94894 0 55,75960394941 37,72670951524 163,73362731934 0,87175 9,55207 0,113624
543,62707519531 162784 -1,82988 <_____> 1488,8 <Интегр-Навиг> 138,68 -0,721505 -0,47055 3,32876 -2,99073 0 55,75960532972 37,72670732970 163,72218322754 0,126234 11,1583 -0,423464
543,41528320313 162950 -1,82988 <_____> 1489 <Интегр-Навиг> 138,678 -0,745838 -0,479888 3,36181 -3,0154 0 55,75960672596 37,72670511982 163,71051025391 0,0670659 10,1515 -0,22602
543,20349121094 163115 -1,82988 <_____> 1489,2 <Интегр-Навиг> 138,684 -0,750724 -0,437593 3,39946 -3,01758 0 55,75960813433 37,72670289280 163,69888305664 -0,0360177 10,3017 -0,300643
542,99163818359 163280 -1,82988 <_____> 1489,4 <Интегр-Навиг> 138,703 -0,75958 -0,388801 3,41287 -3,05068 0 55,75960955011 37,72670065453 163,68743896484 -0,644876 6,20458 -0,216719
542,77984619141 163443 -1,8301 <_____> 1489,6 <Интегр-Навиг> 138,719 -0,771725 -0,393589 3,40133 -3,03787 0 55,75961091090 37,72669850212 163,74412536621 0,0598545 10,1246 -0,0888694
542,56805419922 163607 -1,8301 <_____> 1489,4 <Интегр-Навиг> 138,735 -0,794378 -0,374702 3,43892 -3,06671 0 55,75961255420 37,72669652529 163,73286437988 -1,44747 8,98259 1,2253
542,35626220703 163770 -1,90613 <_____> 1489,2 <Интегр-Навиг> 138,718 -0,80028 -0,283882 3,44824 -3,07468 0 55,75961393014 37,72669435435 163,72222900391 0,17168 6,98667 0,447648
542,14447021484 163932 -1,90613 <_____> 1489,2 <Интегр-Навиг> 138,718 -0,816951 -0,302347 3,46379 -3,09191 0 55,75961531017 37,72669217393 163,71104431152 0,333844 9,93966 0,120961
541,93267822266 164093 -1,90613 <_____> 1489 <Интегр-Навиг> 138,741 -0,837582 -0,31068 3,47085 -3,10544 0 55,75961669490 37,72668998969 163,69993591309 -1,41473 9,76787 1,59842
541,72088623047 164253 -1,82988 <_____> 1488,8 <Интегр-Навиг> 138,779 -0,846893 -0,280095 3,49217 -3,11251 0 55,75961814781 37,72668770098 163,68850708008 -0,120286 10,7292 0,571304
541,50909423828 164412 -1,82988 <_____> 1488,8 <Интегр-Навиг> 138,797 -0,842817 -0,334578 3,50017 -3,10372 0 55,75961948637 37,72668559201 163,67796325684 0,451952 9,67401 -0,270027
541,29724121094 164572 -1,90635 <_____> 1488,6 <Интегр-Навиг> 138,825 -0,849389 -0,387805 3,4859 -3,10053 0 55,75962078601 37,72668336695 163,70602416992 0,0758506 10,6953 -0,380739
541,08544921875 164733 -1,90635 <_____> 1488,6 <Интегр-Навиг> 138,845 -0,852125 -0,403263 3,41354 -3,06792 0 55,75962222560 37,72668110252 163,69485473633 0,467573 11,4093 0,358143
540,87365722656 164896 -1,90635 <_____> 1488,6 <Интегр-Навиг> 138,907 -0,834605 -0,442451 3,41218 -3,01864 0 55,75962358896 37,72667895331 163,68434143066 -0,217626 9,43553 0,287605
540,66186523438 165060 -1,90613 <_____> 1488,4 <Интегр-Навиг> 138,947 -0,819967 -0,475511 3,43582 -3,04179 0 55,75962501064 37,72667671822 163,67344665527 0,339516 9,40677 -0,527428
540,45007324219 165222 -1,90613 <_____> 1488,2 <Интегр-Навиг> 138,974 -0,82448 -0,500357 3,40497 -3,04237 0 55,75962638007 37,72667457112 163,66294860840 -0,312745 11,0918 0,00714185
540,23828125000 165385 -1,90613 <_____> 1488 <Интегр-Навиг> 139,006 -0,806367 -0,517109 3,44356 -3,03674 0 55,75962775484 37,72667241734 163,65280151367 0,633448 9,72133 0,0745533
540,02648925781 165547 -1,90613 <_____> 1487,6 <Интегр-Навиг> 139,052 -0,79388 -0,554545 3,41624 -3,02157 0 55,75962866511 37,72667000241 163,66940307617 0,282606 8,99944 -0,42806
539,81463623047 165712 -1,90613 <_____> 1487,6 <Интегр-Навиг> 139,09 -0,786496 -0,601205 3,38647 -3,02495 0 55,75963002642 37,72666787126 163,65937805176 -1,28973 10,8598 0,389018
539,60284423828 165874 -1,8301 <_____> 1487,6 <Интегр-Навиг> 139,114 -0,770841 -0,60897 3,44276 -3,02347 0 55,75963145592 37,72666563683 163,64929199219 -0,115037 10,1225 0,426758
539,39105224609 166037 -1,8301 <_____> 1487,6 <Интегр-Навиг> 139,146 -0,755445 -0,642438 3,46666 -3,05205 0 55,75963283094 37,72666348752 163,63967895508 -0,248294 8,70556 -0,0632813
539,17926025391 166197 -1,90613 <_____> 1487,8 <Интегр-Навиг> 139,175 -0,7747 -0,687663 3,46049 -3,0942 0 55,75963422340 37,72666131530 163,62988281250 -1,22012 10,8763 0,0187466
538,96746826172 166357 -1,90613 <_____> 1488,2 <Интегр-Навиг> 139,205 -0,752599 -0,672716 3,49566 -3,06883 0 55,75963562120 37,72665913868 163,62040710449 -0,470638 10,1277 0,706227
538,75567626953 166519 -1,90613 <_____> 1488,2 <Интегр-Навиг> 139,22 -0,722928 -0,659974 3,45249 -3,01959 0 55,75963680125 37,72665694719 163,62942504883 0,460365 9,16369 -0,402225
538,54388427734 166683 -1,90613 <_____> 1488,6 <Интегр-Навиг> 139,207 -0,751132 -0,622841 3,41062 -3,03627 0 55,75963823288 37,72665471976 163,61920166016 -0,630704 9,99149 -0,674509
538,33209228516 166846 -1,90613 <_____> 1489,2 <Интегр-Навиг> 139,3 -0,742745 -0,563926 3,42149 -2,98175 0 55,75963959822 37,72665260009 163,60961914063 0,206469 10,5301 0,361902
538,12023925781 167010 -1,8301 Piket 1489,6 <Интегр-Навиг> 139,366 -0,715358 -0,486847 3,39835 -2,95526 0 55,75964101623 37,72665039899 163,59936523438 0,145998 9,57025 -0,968412
537,90844726563 167176 -1,8301 <_____> 1490,2 <Интегр-Навиг> 139,395 -0,721807 -0,41787 3,36207 -2,97518 0 55,75964243125 37,72664821383 163,58924865723 0,169449 8,65845 -0,778148
537,69665527344 167342 -1,82988 <_____> 1490,2 <Интегр-Навиг> 139,447 -0,735696 -0,348866 3,38801 -2,95516 0 55,75964383797 37,72664603652 163,57882690430 -1,56457 9,39518 0,58461
537,48486328125 167508 -1,82988 <_____> 1490 <Интегр-Навиг> 139,526 -0,733031 -0,304432 3,38022 -2,93597 0 55,75964524039 37,72664385900 163,60119628906 -0,0152627 9,71154 0,284025
537,27307128906 167674 -1,82988 <_____> 1489,6 <Интегр-Навиг> 139,558 -0,733895 -0,306048 3,3912 -2,93229 0 55,75964654624 37,72664196478 163,59066772461 -0,884232 8,63033 0,353686
537,06127929688 167840 -1,82988 <_____> 1489 <Интегр-Навиг> 139,578 -0,763174 -0,336713 3,3986 -2,94552 0 55,75964796014 37,72663979505 163,58007812500 -0,159452 9,97053 0,320165
536,84948730469 168006 -1,82988 <_____> 1488,8 <Интегр-Навиг> 139,574 -0,78857 -0,354258 3,42557 -2,95244 0 55,75964937706 37,72663761603 163,56933593750 -0,0805783 10,3719 0,0169605
536,63763427734 168171 -1,90613 <_____> 1488 <Интегр-Навиг> 139,57 -0,80318 -0,357031 3,43097 -2,9964 0 55,75965074768 37,72663551009 163,55929565430 -0,379235 8,23126 0,580714
536,42584228516 168333 -1,90613 <_____> 1487,6 <Интегр-Навиг> 139,606 -0,829142 -0,407779 3,47934 -3,02167 0 55,75965218852 37,72663329565 163,54855346680 0,301886 10,2799 0,442792
536,21405029297 168495 -1,90613 <_____> 1486,4 <Интегр-Навиг> 139,621 -0,85616 -0,413552 3,50735 -3,03946 0 55,75965378586 37,72663168505 163,59799194336 0,196091 9,94485 0,380398
536,00225830078 168655 -1,8301 <_____> 1485,8 <Интегр-Навиг> 139,656 -0,854089 -0,392158 3,52442 -3,05242 0 55,75965518920 37,72662953228 163,58879089355 -0,396956 7,64712 -0,66029
535,79046630859 168816 -1,8301 <_____> 1485,6 <Интегр-Навиг> 139,689 -0,848562 -0,436347 3,50025 -3,02877 0 55,75965659234 37,72662738222 163,57920837402 0,124187 10,226 0,535188
535,57867431641 168977 -1,90613 <_____> 1485,4 <Интегр-Навиг> 139,713 -0,850161 -0,430497 3,51081 -3,0285 0 55,75965799148 37,72662524050 163,56964111328 0,281362 10,3601 0,244906
535,36688232422 169137 -1,90613 <_____> 1485,4 <Интегр-Навиг> 139,75 -0,860422 -0,396456 3,53479 -3,05256 0 55,75965939806 37,72662309059 163,56033325195 -0,640193 8,49904 -0,930573
535,15509033203 169297 -1,90613 <_____> 1485,4 <Интегр-Навиг> 139,789 -0,839989 -0,447535 3,54068 -3,06185 0 55,75966081283 37,72662092868 163,55081176758 -0,171637 11,3505 0,935302
534,94323730469 169456 -1,90613 <_____> 1485,4 <Интегр-Навиг> 139,803 -0,845706 -0,446747 3,57397 -3,0762 0 55,75966223151 37,72661876432 163,62670898438 -0,0294857 10,3906 0,393576
534,73144531250 169614 -1,90613 <_____> 1485,4 <Интегр-Навиг> 139,846 -0,841584 -0,406352 3,55996 -3,04882 0 55,75966379553 37,72661698449 163,61819458008 0,168354 9,16099 0,0334627
534,51965332031 169773 -1,90635 <_____> 1485,4 <Интегр-Навиг> 139,909 -0,832572 -0,454128 3,50846 -3,02803 0 55,75966520861 37,72661483861 163,60954284668 0,345669 12,1059 0,537176
534,30786132813 169934 -1,90635 <_____> 1485,6 <Интегр-Навиг> 139,943 -0,835376 -0,466754 3,55959 -3,04391 0 55,75966661708 37,72661270485 163,60073852539 -0,485933 10,5287 0,358743
534,09606933594 170094 -1,90635 <_____> 1485,8 <Интегр-Навиг> 139,974 -0,834358 -0,424211 3,54432 -3,03474 0 55,75966803586 37,72661055498 163,59225463867 0,584672 9,15091 -0,185309
533,88427734375 170254 -1,90613 <_____> 1486,2 <Интегр-Навиг> 139,998 -0,844181 -0,457889 3,55096 -3,04758 0 55,75966945419 37,72660840721 163,58361816406 0,344903 12,123 0,406342
533,67248535156 170413 -1,90613 <_____> 1486,2 <Интегр-Навиг> 140,038 -0,84532 -0,457774 3,51768 -3,01235 0 55,75967086925 37,72660626056 163,56477355957 -0,541333 10,2543 0,276653
533,46069335938 170575 -1,90613 <_____> 1486,4 <Интегр-Навиг> 140,031 -0,85997 -0,402077 3,52081 -2,99261 0 55,75967252832 37,72660606771 163,55616760254 0,39557 8,92739 0,0654999
533,24884033203 170737 -1,90613 <_____> 1486,4 <Интегр-Навиг> 140,048 -0,861787 -0,429426 3,49396 -2,9837 0 55,75967393124 37,72660395424 163,54737854004 0,188825 11,5355 0,953892
533,03704833984 170900 -1,90613 <_____> 1486,4 <Интегр-Навиг> 140,072 -0,872358 -0,427372 3,4601 -2,94382 0 55,75967538040 37,72660177297 163,53804016113 0,0352643 10,3075 0,415201
532,82525634766 171064 -1,90635 <_____> 1486,2 <Интегр-Навиг> 140,099 -0,880201 -0,369563 3,44308 -2,91956 0 55,75967676103 37,72659969515 163,52922058105 0,14901 9,20677 -0,834726
532,61346435547 171230 -1,90635 <_____> 1486,2 <Интегр-Навиг> 140,13 -0,87589 -0,39252 3,41315 -2,91512 0 55,75967818946 37,72659754747 163,51985168457 -0,0809929 12,4048 0,524821
532,40167236328 171395 -1,82988 <_____> 1486,2 <Интегр-Навиг> 140,163 -0,883712 -0,398909 3,46271 -2,93868 0 55,75967962294 37,72659539463 163,51022338867 -0,169604 10,4063 -0,0518896
532,18988037109 171558 -1,82988 <_____> 1486 <Интегр-Навиг> 140,206 -0,883402 -0,349599 3,46224 -2,95907 0 55,75968054844 37,72659185896 163,46124267578 -0,0354815 9,11895 0,089338
531,97808837891 171720 -1,82988 <_____> 1485,8 <Интегр-Навиг> 140,242 -0,86516 -0,370334 3,47444 -2,93502 0 55,75968200090 37,72658967807 163,45164489746 0,721971 9,79796 -0,118067
