Путь 17.07.24_1_out.csv 17.07.24_2_in.csv 17.07.24_3_out.csv 17.07.24_4_in.csv 17.07.24_5_out.csv 17.07.24_6_in.csv 17.07.24_7_out.csv
265,000 0,59186125 0,7539464 0,51383146 0,75361812 0,46372797 0,56008785 0,51675463
266,000 0,48314582 0,886462 0,40557222 0,75972149 0,62416274 0,55915995 0,39805645
267,000 0,26221955 0,87640529 0,47572689 0,78593544 0,41434344 0,53360664 0,40326434
268,000 0,50333738 0,73357797 0,40855139 0,67710669 0,35553844 0,67784915 0,10067607
269,000 0,34980751 0,73389393 0,32549058 0,62937734 0,23564229 0,69105963 0,33529998
270,000 0,20669648 0,64082839 0,24538057 0,38628723 0,29258563 0,46769663 0,10868461
271,000 0,17784422 0,2152656 0,16285426 0,2102225 -0,175709 0,25426767 -0,03185972
272,000 0,19053947 0,1795439 0,13113599 0,21972157 -0,04727915 0,13304958 0,06967553
273,000 0,1476363 0,72952459 0,16741873 0,35241512 -0,096344 0,12082478 0,02081064
274,000 0,46336348 0,82839853 0,28570798 0,76286076 0,22489147 0,37577096 0,36241671
275,000 0,51857581 0,82126073 0,48620416 0,63812501 0,33620353 0,38244957 0,39775502
276,000 0,29661063 0,66574273 0,37741872 0,67264996 0,24140693 0,35127408 0,30279285
277,000 0,54997127 0,54343976 0,49688966 0,72309837 0,39704028 0,43624789 0,38416988
278,000 0,58100464 0,69096455 0,5789968 0,73843932 0,3983718 0,51588626 0,53464301
279,000 0,60789899 0,94902858 0,51554266 0,72187579 0,52106107 0,53281766 0,34177436
280,000 0,64647002 0,86601769 0,35933739 0,69094932 0,37354493 0,51520802 0,58908175
281,000 0,49548371 0,83490189 0,4027161 0,69287009 0,31677314 0,49698762 0,40039528
282,000 0,42321374 0,5920097 0,44553992 0,62915005 0,24635046 0,46537526 0,45973873
283,000 0,4493511 0,59810059 0,30143259 0,62838192 0,37836005 0,40650381 0,36382038
284,000 0,37092464 0,73472307 0,39200785 0,50908473 0,13231001 0,34403326 0,29340281
285,000 0,4889415 0,64882631 0,30590008 0,65760532 0,31055125 0,35698218 0,3131233
286,000 0,36721588 0,82625755 0,38390707 0,55700812 0,31175357 0,35652305 0,22388517
287,000 0,36003761 0,69502912 0,38123339 0,53470244 0,29382835 0,35974631 0,401589
288,000 0,39870296 0,83715313 0,3151309 0,5544669 0,21755528 0,34052785 0,33543133
