Ïóòü 24.07.17_1_out.csv 24.07.17_2_in.csv 24.07.17_3_out.csv 24.07.17_4_in.csv 24.07.17_5_out.csv 24.07.17_6_in.csv 24.07.17_7_out.csv ÑÊÎ
34,28056 1,08174661 1,08224365 1,08181067 1,08159687 1,0821546 1,08194896 1,08202282 0,00021268
34,50609 1,08212628 1,08212628 1,08212628 1,08212628 1,08212628 1,08212628 1,08212628 0,0
34,73162 1,0824469 1,08268198 1,0825049 1,08185612 1,08230932 1,08189068 1,08236058 0,00028722
34,95715 1,08289477 1,08281804 1,083027 1,08197016 1,08269552 1,08217462 1,08258893 0,00035927
35,18268 1,08308381 1,08304795 1,08317404 1,08221962 1,08311056 1,08208529 1,0829855 0,00042407
35,40821 1,08314367 1,08292545 1,08333124 1,08180397 1,08333451 1,08237502 1,08338684 0,00055404
35,63374 1,08308123 1,08269719 1,08315106 1,08202512 1,08357345 1,08245779 1,08348539 0,00051961
35,85927 1,08292727 1,08252932 1,08318398 1,08183186 1,083581 1,08200787 1,08348714 0,00064181
36,0848 1,08286468 1,08273536 1,08297086 1,08161597 1,08359701 1,08248895 1,08358826 0,00063054
36,31033 1,08274806 1,0827188 1,08291591 1,08148863 1,08368963 1,08192088 1,0834003 0,00071649
36,53586 1,08255806 1,08264393 1,08276015 1,0813495 1,08348773 1,0824935 1,08318405 0,00062366
36,76139 1,08272326 1,08259663 1,08281546 1,08131111 1,08329981 1,08226125 1,08302114 0,00059768
36,98692 1,08262553 1,08268498 1,08270055 1,0813444 1,08312095 1,0819473 1,0830921 0,00059368
37,21245 1,0825295 1,08231345 1,08262971 1,08123725 1,08327704 1,08208307 1,08339691 0,00067918
37,43798 1,08244435 1,08233259 1,08250306 1,08158996 1,08299886 1,08203662 1,0831358 0,00049238
37,66351 1,08227642 1,08237606 1,08231044 1,08139041 1,0830155 1,08218571 1,08321112 0,00055106
37,88904 1,0821975 1,082437 1,08236904 1,08159671 1,08296113 1,08225574 1,08292355 0,0004306
38,11457 1,08220726 1,08206018 1,08230725 1,0811446 1,08271155 1,08210823 1,08263637 0,00047784
38,3401 1,08198807 1,08182907 1,08211847 1,08117774 1,08260009 1,08205878 1,08265464 0,00046068
38,56563 1,0819997 1,08195827 1,08209916 1,0814459 1,08257089 1,08204626 1,08258233 0,0003616
38,79116 1,081758 1,08205262 1,08182511 1,08114527 1,08257392 1,08220937 1,08238428 0,00043801
39,01669 1,08170331 1,08208252 1,08166073 1,08168115 1,08242963 1,08238546 1,08207372 0,00030476
39,24222 1,08178091 1,08194361 1,08166952 1,08142175 1,08229529 1,08233749 1,08221324 0,00032183
39,46775 1,0816841 1,08161109 1,0817673 1,08156689 1,08228472 1,08251084 1,08208367 0,0003396
39,69328 1,081764 1,0818631 1,08195741 1,08162187 1,08204976 1,0822909 1,08213354 0,0002103
39,91881 1,08193014 1,08213522 1,08190102 1,08137763 1,08218193 1,08261283 1,08205744 0,00034367
40,14434 1,08202462 1,08198705 1,08206053 1,08172607 1,08217143 1,08281398 1,08191824 0,00031797
40,36987 1,08244202 1,08233194 1,08217452 1,08138945 1,08229729 1,08262199 1,08214787 0,00036329
40,5954 1,08243603 1,08227621 1,08227457 1,08144386 1,08251014 1,08307427 1,08225204 0,00044636
40,82093 1,08222526 1,08183817 1,08198568 1,08124308 1,082501 1,0825622 1,08255997 0,00044896
41,04646 1,08193088 1,08192804 1,08198874 1,08091255 1,08270812 1,08254741 1,08243224 0,00055445
41,27199 1,08188203 1,08187285 1,0814549 1,08099822 1,08243691 1,08249337 1,08209369 0,0004913
41,49752 1,08147018 1,08162936 1,08133118 1,08057878 1,08207381 1,08193546 1,08183272 0,00046394
41,72305 1,08141142 1,08165589 1,0812658 1,08073868 1,08185284 1,08236677 1,08148628 0,00046776
41,94858 1,08123563 1,08103944 1,08110337 1,08056451 1,08161716 1,08184082 1,081402 0,00038592
42,17411 1,08096249 1,08095295 1,08106047 1,08018897 1,08152051 1,08158625 1,08114831 0,00042703
42,39964 1,08122357 1,08110008 1,08096526 1,08035251 1,08132826 1,08196343 1,08110377 0,00044297
42,62517 1,08092781 1,08101219 1,08081011 1,07997174 1,08131409 1,08131052 1,08097471 0,00041895
42,8507 1,0804473 1,08101863 1,08036395 1,07978966 1,08111338 1,08148767 1,08090928 0,00052571
43,07623 1,08007938 1,08060706 1,07988582 1,07955997 1,08103654 1,08159611 1,08074875 0,0006547
43,30176 1,07964531 1,08040173 1,07948506 1,07914945 1,08074749 1,08063282 1,08031881 0,00057519
43,52729 1,07945997 1,07996653 1,07939267 1,07985795 1,08010431 1,08047666 1,07974273 0,00034712
43,75282 1,07866055 1,07960308 1,0790312 1,07980997 1,07975887 1,08091329 1,07961497 0,00065412
43,97835 1,07786985 1,08005257 1,0781149 1,08028762 1,07950878 1,08045184 1,07929878 0,00095082
44,20388 1,07912799 1,07990901 1,07864316 1,08072461 1,07914068 1,08092155 1,07877893 0,00085606
44,42941 1,08009373 1,08017382 1,07971082 1,08075337 1,07818 1,0816253 1,07828282 0,00115844
44,65494 1,08027657 1,08020467 1,07995276 1,08117583 1,07882192 1,08089968 1,07929491 0,00076919
44,88047 1,08053577 1,08055892 1,08007288 1,08139378 1,07998534 1,08150505 1,0797529 0,00063313
45,106 1,08162411 1,08132634 1,08067174 1,08166098 1,08006877 1,08242999 1,08015073 0,0008062
45,33153 1,08186322 1,08168451 1,08131866 1,08188332 1,08033076 1,08180289 1,08064299 0,00058599
45,55706 1,08177439 1,08138951 1,08150786 1,08168531 1,08099815 1,08212397 1,08119543 0,00034877
45,78259 1,08165343 1,08165343 1,08165343 1,08165343 1,08165343 1,08165343 1,08165343 0,0
46,00812 1,08164994 1,08162091 1,08177734 1,08167865 1,0819869 1,08160126 1,08142768 0,00015941
46,23365 1,08169692 1,08181238 1,08158859 1,0815828 1,0816881 1,08148414 1,08160592 9,752e-05
46,45918 1,08149857 1,08205368 1,08145768 1,0816859 1,08181218 1,08135276 1,08171495 0,00022134
46,68471 1,08155708 1,0819047 1,08133825 1,08154884 1,08194738 1,08146952 1,08164186 0,00020671
46,91024 1,08149776 1,08158869 1,08104448 1,08166211 1,08164908 1,08155814 1,08150061 0,00019539
47,13577 1,08148373 1,08151475 1,08118077 1,08145743 1,08168278 1,08154246 1,08130609 0,00015178
47,3613 1,08153108 1,08152201 1,08129741 1,08139849 1,08133673 1,08160776 1,08122338 0,00013039
47,58683 1,08158597 1,08180912 1,08147792 1,08147227 1,08142892 1,08148089 1,08154769 0,0001188
47,81236 1,08186041 1,08214293 1,08153331 1,08184877 1,0816128 1,08156465 1,08158622 0,00020766
48,03789 1,08210801 1,08278937 1,08167988 1,08202914 1,08172146 1,0815507 1,08156893 0,00040704
48,26342 1,0821351 1,08230612 1,08184138 1,08248258 1,08178569 1,08150841 1,08180308 0,00031479
48,48895 1,08205007 1,08216869 1,08184911 1,08215321 1,08194722 1,0815458 1,08195942 0,00019738
48,71448 1,08192577 1,08157689 1,08173269 1,08197898 1,08197526 1,08145523 1,08190908 0,00019396
48,94001 1,08191598 1,08190908 1,08184293 1,08195318 1,08201972 1,08151315 1,08178093 0,00015379
49,16554 1,08183701 1,08157859 1,08160958 1,0818189 1,08195436 1,08149038 1,08175261 0,00015324
49,39107 1,08157847 1,08158951 1,08129466 1,08189742 1,08206096 1,08148796 1,08176636 0,00023985
49,6166 1,08110217 1,08178636 1,08081646 1,08187482 1,08187886 1,081562 1,08148547 0,00037713
49,84213 1,08124402 1,08156441 1,080948 1,08184293 1,08153409 1,08150289 1,08115875 0,00027739
50,06766 1,08135165 1,08135213 1,08097792 1,08193418 1,08108437 1,08167896 1,0808607 0,00035689
50,29319 1,08130196 1,08078772 1,08097046 1,08187002 1,08116814 1,08163955 1,0810604 0,00035316
50,51872 1,08202869 1,08114073 1,08164313 1,08188993 1,08128779 1,08174806 1,08140428 0,00030186
50,74425 1,08268953 1,08154607 1,08250099 1,08189995 1,08127411 1,08195981 1,08141006 0,0004993
50,96978 1,08261964 1,08178341 1,0823318 1,08243208 1,08183039 1,08187206 1,08217896 0,00030421
51,19531 1,08260813 1,08189657 1,08244498 1,08261174 1,08279834 1,08217108 1,08246844 0,00028125
51,42084 1,08281935 1,08197082 1,08261553 1,08284301 1,08245847 1,08212378 1,08218668 0,00032098
51,64637 1,08219952 1,08169096 1,08200653 1,08219859 1,08265453 1,08205007 1,08229731 0,00027309
51,8719 1,08195218 1,08095967 1,08167657 1,08188362 1,08279047 1,08209417 1,08168654 0,00050764
